GrantNumber;UseInspired_Comment;UseInspired_Inventor;UseInspired_LicenseType;UseInspired_Owner;UseInspired_PatentDecisionDate;UseInspired_PatentNumber;UseInspired_PatentOwnerDescription;UseInspired_PatentStatus;UseInspired_PriorityDate;UseInspired_ReviewerActivityType;UseInspired_Title;UseInspired_Type;UseInspired_Url;UseInspired_Year;UseInspiredId
140318;;;;;;;;;;;The outcome of the projects has been adapted into teaching materials for the courses 'Social Customer Relationship Management (HS13, HS14), 'Introduction to Data Driven Marketing I' (FS14), 'Marketing Analytics I' (FS15), and 'Advanced Data Science' (FS15).;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;6317D047-A288-46ED-969F-B7B35AB081AD
172923;;"Dudani, Nikunj; Takahama, Satoshi";;Research institution;;20213247.8;EPFL;Pending;2020-12-10T00:00:00Z;;Electrostatic Particle Collector;Patent;;2020;B6684A5E-74D1-4354-AB2D-7716010E5393
159437;"Committe: ""Recherche, Développement et Valorisation""";;;;;;;;;Other administration / public sector;PROFA Vaud;Expert/reviewer activity;;2015;063FECBE-8CB9-43D0-A5B0-8250E890F870
138334;;Gasser, Susan;;Companies;;55012 (Gasser/Movva);NOvartis Intl AG;Granted;2013-05-03T00:00:00Z;;Combining DNA-damaging agents and  modulators of actin polymerization for the treatment of cancer;Patent;;2013;54818323-AA02-46AA-9519-753B3022F2DD
131829;Review of research full projects (9 for 2013);;;;;;;;;Other administration / public sector;Agence Nationale Research, France;Expert/reviewer activity;http://www.agence-nationale-recherche.fr;2013;5B74064D-D036-4BE0-8D66-D3E21397BAAC
131829;Review of full proposals (6 for 2013);;;;;;;;;Other administration / public sector;Deutsche Forschungsgemeinschaft  (DFG) -Physik, Mathematik, Geowissenschaften, Germany;Expert/reviewer activity;http://www.dfg.de;2013;3CC1A589-7EC3-45FF-94AB-D4424336EDA4
129974;;;;;;;;;;;Amphiro AG;Start-up;http://www.amphiro.com;2009;EDF19F53-D68D-43C6-B6B7-DC4DC3304F18
166433;;;;;;;;;;;Prototypes of intervention shoes and invention disclosures;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;A26731C7-642E-4E13-8E34-87F0B3A539A7
120255;"Die von uns in der Experimentalherde entwickelten Marker stimmten mit der Resistenz bzw. der Empfänglichkeit für E. coli F4ab/F4ac in Praxisherden gut überein und können zur Verbesserung der Resistenz in Praxisbetrieben eingesetzt werden. ";;;;;;;;;;Markerselektion für Krankheitsresistenz;Expert/reviewer activity;;2012;44238828-6F83-4DC7-BEA7-6ADB616339EB
134704;"Cette recherche nommée ""La carte en mouvement"", réalisée sous la responsabilité scientifique de Jacques Lévy, du laboratoire Chôros à EPFL avec la Délégation interministérielle à l’aménagement du territoire et à l’attractivité régionale (Datar), en réponse à l’appel d’offres « Sémiologie graphique et techniques cartographiques. Comment représenter les nouvelles réalités cartographiques ?» et s’inscrit dans la perspective d'une démarche de prospective Territoires 2040.";;;;;;;;;;DATAR;Expert/reviewer activity;;2012;E0DBBA77-A17D-4652-9090-68F1B6D19B51
156104;Member of the Evaluation Committee of the Laboratory IRMAR / University of Rennes (France);;;;;;;;;Other administration / public sector;HCERES Frankreich;Expert/reviewer activity;;2015;8E4D5C86-4A50-4365-87DF-FB9F5083FC4A
169584;;;;;;;;;;;Use of our data by online community of cartographists;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://medium.com/@tjukanov/finding-the-most-innovative-square-kilometer-in-europe-with-spatial-sql-46b0fc4bde62;;5CD31148-2012-49E1-BABC-6C1876D5831C
153661;;;;;;;;;;;"Mr. Talirz developed a useful and user-friendly toolkit to compute STM and STS images for molecular systems adsorbed on a substarte (or in vacuum) including the possibility to extrapolate into the vacuum Khon-Sham orbitals obtained from calculations based on localized orbitals ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://github.com/ltalirz/asetk;;BEECF237-FDF7-423D-A6AD-5B696A8BB5E0
150232;;;;;;;;;;;Github Repositorium;Software;https://github.com/experimentalDataAesthetics;2015;E4F0CF88-BDB6-44A8-80C5-F01589D8FB6D
126905;;"Dürig, Urs; Holzner, Felix; Knoll, Armin";;Research institution;2012-04-25T00:00:00Z;WO2013164741 A1;;Granted;2012-04-30T00:00:00Z;;METHODS AND APPARATUSES FOR POSITIONING NANO-OBJECTS WITH ASPECT RATIOS;Patent;;2012;0DF75C6E-AF82-4C82-815E-2046EF822F53
126905;;Holzner, Felix;;Companies;2012-08-09T00:00:00Z;DE102012214181 A1;;Granted;2011-08-11T00:00:00Z;;SCANNING PROBE MICROSCOPY CANTILEVER COMPRISING AN ELECTROMAGNETIC SENSOR;Patent;;2011;9EB493E1-F570-4C76-8D7E-1D86A0BA1004
150302;;;;;;;;;;;"- Tagungsband (im Druck): erscheint im Sommer 2017
- Umfassende wissenschaftliche Grundlegung (in Vorbereitung): erscheint 2018
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;52EA3F61-B3E5-4ACE-8B93-DBFF60DFFB78
137505;;Chen, Peter;;Research institution;;1319677.9;ETH Zurich;Pending;2013-11-07T00:00:00Z;;Cyclopropanation;Patent;http://www.ipo.gov.uk;2013;637591CD-B68D-4FC4-93DB-699493A8C779
144399;Member of the mathematics panel of the Research Assessment Exercise at KTH.;;;;;;;;;Other administration / public sector;Royal Institute of Technology (KTH), Stockholm, Sweden;Expert/reviewer activity;;2012;79E1C23C-1687-4C1C-9F88-6A69D5894A5A
152768;Referee for peer-reviewed academic journals;;;;;;;;;Other administration / public sector;"AEJ: Applied Econ (5) AER (3) ALEA Review (2)  Conf. on Empirical Legal Studies (14) Eu J. of Health Econ (1) Eu Econ Review (1) Eu Sociological Review (2)  Intern Econ Review (3) J. of Development Studies (2)  J. of Econ Behavior and Organization (7) J. ";Expert/reviewer activity;;2014;67E06F09-1009-484A-90D6-5B37140174D5
146184;;;;;;;;;;;"This research led to a new teaching module on LiDAR based forest characterization as part of the yearly ETH MSc-level course ""Environmental Measurement Laboratory"". The current ETHZ course nr is 701-1673-00L. The module (2 x 4 hours) has been taught by David Moeser in 2013 and 2014, and is now being read by C. Ginzler (WSL)";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;70707AB9-78E3-402F-872A-5DAB19DDF6B9
131865;;;;Research institution;;PCT/IB2011/054553;;;2011-04-05T00:00:00Z;;Nanoscale Motion Detector;Patent;;2011;5C84BD8F-157F-45A2-843F-FAFFA0607F9D
179377;;;;;;;;;;;TAPAS;Software;https://translationalneuromodeling.github.io/tapas/;2021;CD9CDBC7-3151-4128-9729-E5CE95612E44
170964;;;;;;;;;;;"Use of the data of the research project in the lecture ""Raumökonomie I"" at Technische Universität München (https://www.ar.tum.de/re/lehre/?tx_tumcourses_pi1%5Bc22406%5D=c950490266&cHash=a3f8f60e8ebdf0fed2cc52896a1fd4ea). ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.ar.tum.de/re/lehre/?tx_tumcourses_pi1%5Bc22406%5D=c950490266&cHash=a3f8f60e8ebdf0fed2cc52896a1fd4ea;;2C2FDAED-81CB-4C73-B45B-EA1003613DFC
160106;;;;;;;;;;;"Swissmedic approval of a new therapeutic concept (intrapleural photoinduction combined to systemic cisplatin-based chemotherapy: PDT/lipo, CHUV.DO_PDT-2015)

Swissmedic approval of a new Medical Device (Customized Device for Intrapleural Visudyne-mediated Low-dose Photodynamic Therapy with integrated in situ light dosimetry), Investigator Brochure 8.1";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;8E850B0B-F565-4269-B76E-EA215E66C89C
166108;;"Herr, Tobias; Obrzud, Ewelina";;Research institution;;"PCT/EP2016/002135 ";;Pending;2016-12-19T00:00:00Z;;Laser source apparatus and method for generating temporal dissipative cavity solitons;Patent;;2016;53CED526-BE26-4BD9-AD20-623C66EF2EAF
175673;;;;;;;;;;;RetroPy v1.0;Software;https://github.com/pwhuang/RetroPy;2022;94148894-D76C-41CE-B358-6CD2BCEFA25F
160355;;;;;;;;;;;"Teaching unit ""Family Care"" at the Kalaidos University of Applied Sciences";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;D65F69E2-07EC-492C-A547-6E337198DBA9
159277;;;;;;;;;;;"Schranz, Christine: Kosmos Dreispitz – Kultur digital erzählt, Lehrveranstaltung, Hochschule für Gestaltung FHNW und Kunst FHNW Basel ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;9B0CEF5E-9793-4A68-B7DC-6444D8109037
135245;;;;;;;;;;;"Within this project we developed Jikes RDB, a debugger for the Jikes Research Virtual Machine. The Jikes RVM is the most prevalent virtual machine used for programming language research, which formed the basis of over 200 publications.

RDB is the first interactive debugger for that virtual machine. We made it available open-source, and thus enable other researchers working on the Jikes RVM to significantly improve their productivity.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://sape.inf.usi.ch/rdb;;969219DB-159C-4C1A-BFE4-5025F81CAA83
124643;Mit der Firma Nanosurf wurde erfolgreich ein KTI-Projekt in 12/2011 gestartét. Ziel ist die gemeinsame Entwicklung eines neuen elektrochemischen Rasterkraftmikroskopes.;;;;;;;;;;"""Electrochemical scanning probe microscope""";Expert/reviewer activity;;2011;FA0CBC2A-8ADF-4F20-8D99-BA8B6D472890
132035;;;;Grant holder / project staff;2012-03-11T00:00:00Z;;;Granted;;;Novel Lipids, novel lipid compositions, novel lipids structures and their use;Patent;;;7CC8AD84-D430-4B6C-9B20-B7B592F2D721
134595;;;;Research institution;;" EP 12187627.0 Filling date 08.10.2012";;;2012-10-08T00:00:00Z;;Method of active content fingerprinting;Patent;;2012;873B38D7-F707-4465-AC70-43ADFC4F4FFE
144081;;Keller, Beat;;Research institution;2015-03-12T00:00:00Z;"WO2015032494-A2 ; WO2015032494-A3  ";"KWS SAAT AG (KWSS-Non-standard) UNIV ZUERICH(UYZU-C) ";Granted;2013-09-04T00:00:00Z;;Plant resistant to helminthosporium turcicum;Patent;;2013;859A20CC-FFED-4F58-8A97-4D054187D64C
127632;;;;;;;;;;;"Vernetzte Agrarlandschaft. Agroscope Merkblatt (4 S.), December 2013. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.agroscope.ch;;8991AA54-46C6-45B1-B684-BD08251F0D91
176084;;;;;;;;;;;Logible - Sequence Analysis;Software;https://sequence-analysis.frametrail.org/;2020;0747B274-3FB6-4563-BB75-E97E8F74A4E3
185111;;Liechti, Matthias Emanuel;;Research institution;;62/982,877;University Hospital Basel;Pending;2020-02-28T00:00:00Z;;Controlling effects after 5-HT2A agonist administration;Patent;;2020;4784C01D-55AD-4DCF-BDA1-E8D07EC41AB6
144292;Reviewing of confidential project proposals;;;;;;;;;Other administration / public sector;European Commission;Expert/reviewer activity;;2014;F02A3349-4FBC-4352-B647-E57A9D327CCC
132881;;;;Grant holder / project staff;;11916874;;;2012-01-03T00:00:00Z;;Sound Analyzer Based on a Biomorphic Design;Patent;;2012;301C06D9-37B3-401D-9C9F-45C6F1708567
176226;Panel Member Genetics, genomics and RNA;;;;;;;;;Other administration / public sector;ANR (France);Expert/reviewer activity;;2018;C01AFA67-7D9C-41E8-80D3-E6A68C9396BC
153085;;;Software;;;;;;;;HG3D: Head Pose and Gaze 3D Tracking Software;Licences (software and other);;2014;03EA9A43-0AD6-4F64-A0FE-E94E1CAD97B3
162347;;;;;;;;;;;Self-supervised Non-Negative PU Learning + KSPTrack;Software;https://github.com/lejeunel/ssnnpu_ksptrack;2021;D9214764-D2AA-4E58-8445-B0E6B7D0BC3C
138451;;;;;;;;;;;Steinbeis Zentrum Immunoproteasome Drug Targeting;Start-up;http://cms.uni-konstanz.de/groettrup/steinbeis-transfer-center/;2011;1C93353D-DD49-4A6E-BDC1-5DCEF92152DC
157159;;;;;;;;;;;The BLAST (Bytecode-Level Analysis on Sliced Traces) framework coming out of Mohammad Reza Azadmanesh's work on the project is available from our group's web site.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://sape.inf.usi.ch/blast;;11532AA7-9671-404C-9402-E3E1ECEEB2D3
164250;"Member of the Scientific Evaluation Committee ""Technologies for Health""
";;;;;;;;;Other administration / public sector;French National Research Agency;Expert/reviewer activity;;2019;9E7C2727-E43E-4D6F-AEF4-E1AFD2F6494F
182400;;;;;;;;;;;SCINE Utilities 6.0.0;Software;https://zenodo.org/record/6984574;2022;10D09C63-EBCE-4FC0-89CA-E27738388E45
182400;;;;;;;;;;;SCINE Puffin 1.1.0;Software;https://zenodo.org/record/6984580;2022;B766A352-5242-498E-AE5E-E64F6E7F154E
169808;;;;;;;;;;;Kove Medical;Start-up;https://kovemedical.com/;2020;FF4168C4-19E8-4B8D-94E9-FCB69BDDDA4B
179036;;;;;;;;;;;"Huang, Laura; Röck, Dominik; Murray, Alex & Hofmann, Erik: modum.io: Funding a Blockchain-Based Start-Up's Supply Chain Solution (Teaching Note). Boston, MA: Harvard Business School, 2020.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.hbs.edu/faculty/Pages/item.aspx?num=57284;;3AE6BCA4-0911-4282-8EC5-E2AB92E89DE7
162675;;;;;;;;;;;"We developed an on-line tool to teach students how to write argumentative essays (train2write). Students are presented with writing tasks from the MEWS study, compose their responses and receive an instant, automated feedback on the quality of their texts on a holistic scale. They also receive some input materials on how to improve their texts. Students can re-submit their essays and see whether they have made improvements. Outcomes can be emailed to teachers for feedback or assessment. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://neu-studie.psychpaed.uni-kiel.de/limesurvey/index.php/832455/lang/en/newtest/Y;;0E58F684-DF19-4902-8AFD-E7947016F0F1
173074;;;;;;;;;;;Report to the Federal Office for the Environment on implementation of new technologies in Biodiversity monitoring: Wüthrich R. & Altermatt F. 2019. Aquatische Monitoringprogramme NAWA und BDM. Synergien, Strategien und Visionen. Bundesamt für Umwelt BAFU. Bern, Schweiz. 74 pp.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;4803EBD5-05F0-479A-98E8-F5B65865EC78
146391;;;;;;;;;;;"Begleitung des Studienprojekts ""Narrative Interface Design"" am MA Communication Design der HKB zur Studie CommuniCare, Betreuung studentischer Arbeiten";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;84DC7E2C-A9AD-46DF-AFFF-E224629EF66B
143636;;;;;;;;;;;"Wannier module for the calculation of electrical and thermal transport in the relaxation time approximation
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://wannier.org;;273028B7-21CC-4477-BDCD-E5BEFAFA3B68
149274;Invited reviewer: expert in angiogenic/vascularization strategies/cardiac tissue engineering for the calls H2020-FETOPEN for the call 2015-2016 and 2016/2017.;;;;;;;;;Other foundations / NGOs;European Commission;Expert/reviewer activity;;2015;83304851-E429-4210-A765-E47E8A700FAA
140554;;"Cogal, Omer; Leblebici, Yusuf";;Research institution;2015-02-26T00:00:00Z;PCT/IB2015/051379;Ecole Polytechnique Fédérale de Lauanne (EPFL);Granted;2014-02-26T00:00:00Z;;"ARGE FIELD OF VIEW MULTI-CAMERA ENDOSCOPIC APPARATUS WITH OMNI-DIRECTIONAL ILLUMINATION""";Patent;;2014;857B445A-D5D7-4940-BD45-57B0752CD781
156803;;"Ametamey, Simon M.; Boss, Silvan David; Müller, Cristina; Schibli, Roger";;Companies;;EP17161884.6;Merck&Cie, Schaffhausen, Switzerland;Pending;2017-03-20T00:00:00Z;;18F-5-Methyl-(6R/S)-Aza-Tetrahydrofolates;Patent;https://www.merckgroup.com/en/worldwide/merck-in-switzerland.html;2017;8FE6F39C-0F35-40EF-982F-57766B738D01
140695;;;;;;;;;;;"Methods, developed in this project, allows better understanding of physics phenomena, such as the relation of plasma radiation with the planetary re-entry heat flows, which will be useful for the applications.

";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;FE5C0E92-6D73-4C75-9F65-57F182183740
175800;;"Ahsan, Aisha; Jung, Thomas; Sk, Rejaul";;Research institution;;F-5375;all involved research institutions;Pending;2021-10-01T00:00:00Z;;A method and a device to store free atoms, molecules and ions in a contact-less albeit well-defined near surface arrangement;Patent;;2021;59E9FD9C-35C3-4B1C-AAE7-EC984A062595
162426;;;;;;;;;;;Künstlerischer Output von Noëmie Stähli: „Setting I: vielleicht eine Wiederholung“. Text- und Bildprojektion auf Papier, 7 Min, Loop. Zürich. 2016, ausgestellt in Gruppenausstellung „Grosse Mythen – Kleine Mythen». oxyd-Kunsträume, Winterthur, 2016.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;6AD592AA-2365-46B3-8371-F1B4B8B72D45
156710;;;;;;;;;;;"Beitrag in Lehrer:innen-Zeitschrift mathematik lehren

Bruder, R., & Hascher, T. (2020). Gestaltungsspielräume. Maßnahmen zur motivationsfördernden Gestaltung des Mathematikunterrichts. mathematik lehren, 320, 6-9.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://www.friedrich-verlag.de/shop/sekundarstufe/mathematik/fachzeitschriften/mathematik-lehren;;BE62A328-F7C7-4043-9040-5C8DF0AB5E4E
