GrantNumber;KnowledgeTransferEvent_Date;KnowledgeTransferEvent_Event;KnowledgeTransferEvent_InvolvedPerson;KnowledgeTransferEvent_Place;KnowledgeTransferEvent_TargetGroup;KnowledgeTransferEvent_Type;KnowledgeTransferEvent_Url;KnowledgeTransferEventId
148992;2014-06-11T00:00:00Z;Besuch des SNF-Forschungsrates in der Forschungsstation Jungfraujoch 2014;"Berhanu, Tesfaye; Buchmann, Brigitte; Leuenberger, Markus; Schanda, Rüdiger; Schibig, Michael Ferdinand; Schwarzenbach, Beat; Steinbacher, Martin";Jungfraujoch, Switzerland;Other foundations / NGOs;Talk;;3C7B684D-7E09-4A6C-8A42-BD41C8C7626F
148992;2017-05-05T00:00:00Z;User meeting of the International Foundation High Altitude Research Stations Jungfraujoch and Gornergrat 2017;"Leuenberger, Markus; Steinbacher, Martin";Bern, Switzerland;Other administration / public sector;Workshop;;C1DD1082-07BD-4AAD-849B-70FFB2F5B91A
148992;2015-11-04T00:00:00Z;GAW-CH Landessauschuss, Fall Meeting 2015;Steinbacher, Martin;Zürich, Switzerland;Other administration / public sector;Talk;;37FC7B23-4BDF-4767-B370-F160706A2E24
148992;2015-09-04T00:00:00Z;Board meeting of the International Foundation High Altitude Research Station Jungfraujoch and Gornergrat 2015;Leuenberger, Markus;Zermatt, Switzerland;Other administration / public sector;Workshop;;26030AF6-FB01-411E-9BC8-E9E027571D19
65917;2011-05-26T00:00:00Z;Profession infirmière au 21e siècle;Nadot, Michel;Auditoire du Centre hospitalier de Luxembourg, Luxembourg;Other administration / public sector;Talk;http://www.chl.lu;5D8C7260-2E84-4C1F-8DD8-3F9B58C59693
65917;2012-10-18T00:00:00Z;Fondements de la discipline infirmière 2012 Master de recherche en science infirmière;Nadot, Michel;Faculté des sciences infirmières de l'université St Joseph de Beyrouth (Liban), Lebanon;Other administration / public sector;Talk;http://www.usj.edu.lb;BDBCF56B-6D38-4FD4-9692-9273BD224387
65917;2013-11-11T00:00:00Z;Histoire du prendre soin institutionnel, épistémologie en science infirmière, médiologie de la santé (16 heures);Nadot, Michel;Delémont et Neuchâtel, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);http://www.he-arc.ch;42A81051-5A9C-46E0-885C-93A4BBC1CF2F
65917;2011-10-24T00:00:00Z;Séminaire 2011 du master de recherche en science infirmière;Nadot, Michel;Faculté des sciences infirmières de l'université St Joseph à Beyrouth (Liban), Lebanon;Other administration / public sector;Talk;http://www.usj.edu.lb;C1D2F95C-0F1A-4E3D-8F7D-C14B97778D72
137565;2015-05-06T00:00:00Z;Festival de rhétorique antique (projet Agora);;Lausanne, Switzerland;Other administration / public sector;Self-organised;;9A72383C-3842-4A4D-8D24-F2F79866AE81
163016;2020-02-03T00:00:00Z;STUDY WEEK Chemistry & Materials Science;"Grundler, Dirk; Watanabe, Sho";Lausanne, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;DCFCBCA5-30F1-4FCF-8198-796BBE86C20A
162499;2019-06-11T00:00:00Z;Lecture Hong Kong City University;"Graezer, Florence; Renaud, Clément";EPFL, Switzerland;Other administration / public sector;Talk;;90EA08FC-9EAA-47CE-840E-9E1D1D6136D7
162499;2017-10-10T00:00:00Z;"Invitation to give a presentation on makerspaces in China for a delegation of researchers of Tongji University ";Bolli, Monique;Xinchejian, Shanghai, Switzerland;Other administration / public sector;Talk;;1F834AFB-F5AE-46D6-AA57-4D08D661B905
146925;2015-03-20T00:00:00Z;Bal du Printemps 2015;Courtine, Grégoire;Geneva, Switzerland;Industry / private companies;Talk;;2B478348-AA5E-4663-9ABB-20002DD2F990
146925;2014-03-21T00:00:00Z;Bal du Printemps 2014;Courtine, Grégoire;Geneva, Switzerland;Industry / private companies;Talk;;CF13E677-7AC2-451E-B3A6-224BBDF6D8AE
146925;2016-03-21T00:00:00Z;Bal du Printemps 2016;Courtine, Grégoire;Geneva, Switzerland;Industry / private companies;Talk;;276D1538-D3E8-4703-8EF3-7650452BBF2A
185022;2021-11-11T00:00:00Z;"Women in Science lecture & luncheon ";Blokesch, Melanie;Montreux Palace Hotel, Montreux, Switzerland;Other administration / public sector;Talk;;C7778F08-D946-447C-A112-48ED531683B4
140917;2013-08-30T00:00:00Z;Scientifica;Shimizu, Kentaro;Zürich, Switzerland;Other administration / public sector;Workshop;http://www.scientifica.ch/;1DDCC0CE-0898-46E6-BCE3-F24C9DE46826
129837;2011-04-15T00:00:00Z;Tagung Netzwerkpferdeforschung Schweiz;Marti Schalch, Eliane;Avenches, Switzerland;Industry / private companies;Talk;;6F3DC61A-A8B6-483E-8771-F358AE5B9CB7
153467;2016-05-19T00:00:00Z;Connaissance 3 l’université des seniors à Aigle;Roulin, Alexandre;Aigle, Switzerland;Other administration / public sector;Talk;;BA12D0EB-A810-4FF6-BBDF-C6E847BA5959
153467;2014-11-20T00:00:00Z;"Formation avancée pour l’expérimentation sur des espèces animales sauvages CHUV Lausanne ";Roulin, Alexandre;Lausanne, Switzerland;Other administration / public sector;Talk;;1E5C8F39-7931-471A-B943-4DF3E593F713
132951;2014-10-27T00:00:00Z;Little owl meeting: Steenuilendag;"Grüebler, Martin U.; Michel, Vanja; Naef-Daenzer, Beat; Perrig, Marco";Rhenen, Netherlands;Other foundations / NGOs;Talk;https://www.sovon.nl/nl/content/landelijke-steenuilendag-programma;9B27201A-CC40-4A6E-81D6-75CFACC99795
132951;2015-01-25T00:00:00Z;Mitarbeitertagung der Schweizerischen Vogelwarte 2015;"Grüebler, Martin U.; Naef-Daenzer, Beat";Sempach, Switzerland;Other administration / public sector;Talk;https://www.vogelwarte.ch/assets/files/projekte/ueberwachung/id/mat/Zusammenfassungen_2015.pdf;D8106AA4-5729-4A0F-9E79-499B4AC62162
132951;2014-05-16T00:00:00Z;Dispersal und Ansiedlung von Steinkäuzen – Erkenntnisse für die Artenförderung in der Schweiz;;Sempach, Switzerland;Other foundations / NGOs;Self-organised;http://www.ala-schweiz.ch/images/stories/pdf/ob/2014_111/OrnitholBeob_2014_111_252_Grueebler.pdf;5DAC92E1-E1D0-4ED2-8F85-C9BA1CDEB760
132951;2019-01-27T00:00:00Z;Mitarbeitertagung der Schweizerischen Vogelwarte 2019;"Grüebler, Martin U.; Naef-Daenzer, Beat";Sempach, Switzerland;Other administration / public sector;Talk;https://www.vogelwarte.ch/assets/files/projekte/ueberwachung/id/mat/Zusammenfassungen_2019.pdf;B6E293B4-CC11-4212-9F40-9C68CBE8D9D3
179034;2018-05-08T00:00:00Z;Turkish-Swiss Excavations in Sirkeli Höyük 2017;Novák, Miroslav;Canakkale, Turkey;Other administration / public sector;Talk;;3FA252E7-E50F-4D08-B888-F34EE9EA5DFA
184664;2021-11-29T00:00:00Z;Expert meeting, ethics and adaptive governance, National Institute for Public Health and the Environment, RIVM;Christen, Beat;Utrecht, Netherlands;Other administration / public sector;Talk;;D15B25ED-C54A-425F-9B6D-4C5172027BD3
152580;2016-11-01T00:00:00Z;Integration urbaner Kleinindustrie in Quartiere am Stadtrand;"Kiss, Daniel; Kron, Dimitri";Zürich, Switzerland;Other administration / public sector;Talk;;4BD3EC08-D41E-469E-A4EB-24BCBE376F37
175872;2021-09-15T00:00:00Z;Schulführung - Schulentwicklung, PHZH;"Compagnoni, Miriam; Maag Merki, Katharina; Rechsteiner, Beat; Wullschleger, Andrea";Au, Switzerland;Other administration / public sector;Talk;;43DE9784-D820-44AA-AFDD-7A3F914DA78E
129963;2012-10-27T00:00:00Z;Workshop Neue Entwicklungen in der Geoinformatik, an Jahrestagung des Vereins Schweizer Geografielehrpersonen;;Bern, CH, Switzerland;Other administration / public sector;Self-organised;http://www.vsgg.ch/vsgg_101/workshops.html;4B3023F4-CAC0-42EA-9ED8-4EC9FF187FE6
137804;2014-02-01T00:00:00Z;Kolloquium University of Nottingham;Ruprecht, Seraina;Nottingham, Great Britain and Northern Ireland;Other administration / public sector;Poster;;96D4C6FE-B21B-4796-85BA-9CA62F8B3995
140939;2014-01-16T00:00:00Z;Volkshochschule Affoltern;Risch, Anita Christina;Affoltern am Albis, Switzerland;Other administration / public sector;Talk;;71A4B357-D0CA-4368-9BB9-213B1944CAA8
192804;2022-08-31T00:00:00Z;Self-management - ELF Patient Organisation Networking Day 2022;Pedersen, Eva Sophie Lunde;Online event, organised from the UK, Great Britain and Northern Ireland;Other administration / public sector;Poster;https://europeanlung.org/en/get-involved/events/elf-patient-organisation-networking-day-2022/;BEDA3317-AD44-4BA7-AF81-22F2519F1B6C
192804;2023-03-04T00:00:00Z;Tag der seltenen Krankheiten;Schreck, Leonie;Bern, Switzerland;Other administration / public sector;Talk;;ABAF416B-9143-4763-9549-750477E371C1
165793;2018-10-17T00:00:00Z;"Der Landesstreik. Die Schweiz im November 1918: Buchpräsentation und Podiumsdiskussion ";"Rossfeld, Roman; Studer, Brigitte";Universität Bern, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;675BD4AB-C6FC-4513-A4DC-CBD8B8CDCD06
179277;2019-09-24T00:00:00Z;"Meet the researchers 2019 Synapsis foundation Alzheimer`s research Switzerland ";Klohs, Jan;Zurich, Switzerland;Other foundations / NGOs;Talk;;C69955C7-BEBA-44E9-9D87-F3CAF3E7FF79
125210;2011-09-02T00:00:00Z;7. Platin Symposium on lost in translation;;Thun, Switzerland;"Administration / politics; Education; Health care; Industry and business";;;85833AC8-6B3F-4DBE-B2FD-CA08B23D93ED
166074;2018-09-08T00:00:00Z;Heinz Isler nel Ticino. Visita guidata nell'ambito delle Giornate europee del patrimonio promosse da Nike - Centro nazionale d'informazione sul patrimonio culturale;Giannetti, Ilaria;Camorino, Switzerland;Other foundations / NGOs;Performances, exhibitions (e.g. for education institutions);https://www.ticino4580.ch/relazioni-e-conferenze/Giornate-europee-del-patrimonio-or-Senza-frontiere-8-9-settembre-2018;56B91244-376F-4D41-BF36-C8140203C4F0
138214;2014-05-12T00:00:00Z;Dataflow programming WS;;EPFL, Switzerland;Other foundations / NGOs;Self-organised;;6A1D357A-4A54-40FC-8501-476A8BED447E
135644;2011-04-01T00:00:00Z;HUGO in the Sky (no diamonds);Schümperli, Daniel;Bern un d andere Orte, Switzerland;Other foundations / NGOs;;http://www.molart.ch/hugo/index.html;40C8BE83-A1B9-4B14-90C2-C57CFE7DE5E7
136254;2014-01-31T00:00:00Z;EMBL Insight Lecture 2013;Schaffitzel, Christiane;EMBL Heidelberg, Germany;Other administration / public sector;Talk;http://emblog.embl.de/ells/eil/embl-insight-lecture-2013;A1A081E1-058F-4086-A8C3-F6850E48EB48
133434;2012-02-09T00:00:00Z;Criticism of Enlightenment: The Desert in the Boundaries of mere reason;;Istanbul;"Administration / politics; Education";;;2E4D75C9-AABC-46F8-9BD0-496DF072EE94
149741;2020-01-23T00:00:00Z;Verleihung Oswald Heer Preis;Rogivue, Aude;Glarus, Switzerland;Other administration / public sector;Talk;;D27BF0DD-A5ED-4A6A-859D-7A8E4D922436
170249;2019-08-19T00:00:00Z;Alpina MAPS meeting;Liechti, Matthias Emanuel;Gstaad, Switzerland;Other foundations / NGOs;Talk;;4B0AC0DB-DF9D-4FC0-8960-79B5F75A50E2
170249;2017-06-15T00:00:00Z;Planning of phase III clinical studies with psilocybin in treatment-resistant depression;Liechti, Matthias Emanuel;London, Switzerland;Other foundations / NGOs;Workshop;;EFA26390-165E-43CE-8859-CA729BF10243
147699;2017-02-07T00:00:00Z;Voies Lactées: l'allaitement, politiques et représentations, exhibition;;Université de Genève, UniiVogt, Switzerland;Other administration / public sector;Self-organised;https://unige.ch/lactationinhistory/actualites/exposition-voies-lactees-lallaitement-representations-et-politiques-8-fevrier-1er-avril-2017/;095C99C9-9B28-4DCF-86E2-4D185DC1ED34
172982;2021-03-03T00:00:00Z;Perintal mental health: clinical implications and research perspectives;Deforges, Camille;Lausanne, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;A7604B86-7D79-428D-A2E0-497CAAEBB30E
172982;2022-03-10T00:00:00Z;"Workshops for the Early Career Researcher (ECR) section of the Society for Reproductive and Infant Psychology ";"Deforges, Camille; Sandoz, Vania";Online, Switzerland;Other administration / public sector;Talk;;E764C5CF-1B8F-4717-BB65-22EE0167A226
172982;2019-09-04T00:00:00Z;"Workshops for the Early Career Researcher (ECR) section of the Society for Reproductive and Infant Psychology ";"Deforges, Camille; Sandoz, Vania";Londres, Great Britain and Northern Ireland;Other administration / public sector;Talk;;4998818A-F005-486F-AFA3-9EEC3BE4ABC6
172982;2018-11-17T00:00:00Z;Organisation of activities to raise awareness among families and professionals about mental health issues in preterm birth;"Deforges, Camille; Sandoz, Vania";Lausanne, Switzerland;Other administration / public sector;Workshop;;587CD6AE-8F45-4B85-8505-F60990C32CD6
159444;2018-05-30T00:00:00Z;Que serions-nous sans l’autre ?;Schumacher, Bernard;Saint-Légier, Switzerland;Other foundations / NGOs;Talk;;CC17F8E3-C166-48CC-83EF-9CEF0A1F3282
159444;2018-04-27T00:00:00Z;Ethique et consentement éclairé en déficience intellectuelle. Regards interdisciplinaire;Schumacher, Bernard;Saxon, Switzerland;Other foundations / NGOs;Performances, exhibitions (e.g. for education institutions);;6F8A297E-A598-468F-B056-99990AA1B57D
168997;2019-09-28T00:00:00Z;Zurich Film Festival, Eye on Science exhibition;Solenthaler, Barbara;Zurich, Switzerland;Other administration / public sector;Poster;;8E22B589-0AFF-41AF-A7BD-9B903D85689D
161565;2019-04-09T00:00:00Z;Seminar BASF;Weder, Christoph;Ludwigshafen, Germany;Industry / private companies;Talk;;3B1E610F-5B70-4A1C-A70D-6F6BC4DEED8A
122153;2012-10-30T00:00:00Z;Seniorenuniversität 2012: Die Schweiz im Schengenraum;;University of Berne;Education;;http://www.seniorenuni.unibe.ch/content/programm/herbstsemester/index_ger.html;6451FF87-60CE-46D0-A000-BD7BB53B6492
163196;2017-09-04T00:00:00Z;Accelerating Data Science with HPC;;Lugano, Switzerland;Other administration / public sector;Self-organised;https://www.cscs.ch/publications/tutorials/2017/accelerating-data-science-with-hpc/;D3008660-5EB2-4544-8A1C-72891FA9511C
160904;2019-04-16T00:00:00Z;"Salon international d’agriculture de Meknes ";Hafidi, Mohamed;Meknes, Morocco;Industry / private companies;Poster;http://www.salon-agriculture.ma/en/;C1247384-8C19-4BE8-9176-4619B79917E0
160919;2017-05-09T00:00:00Z;The One Health Focus in the Research of Zoonotic Disease (El Enfoque Una Salud en la Investigación de Enfermedades Zoonóticas);;Universidad del Valle de Guatemala, Guatemala;Other administration / public sector;Self-organised;;BD79CDB1-18CD-4A4C-A4A7-733F55D15C2D
175304;2019-04-01T00:00:00Z;Workshop with young cello students;;Basel, Switzerland;Other administration / public sector;Self-organised;;C1FBD0AA-A7F4-4811-9443-EB3EA2B5B97C
125900;2012-06-14T00:00:00Z;50 Jahre Cercl’eau Tagung;Rodewald, Raimund;Gwatt, Switzerland;Other administration / public sector;;;2E95DE88-4873-4202-84E6-6F51022A7239
125900;2013-03-19T00:00:00Z;Effects of different irrigation systems on the biodiversity of species-rich hay meadows;Riedener, Eliane;Bern, Switzerland;Other administration / public sector;;;C30908E3-1916-4A9D-AE50-42081ED69C9F
174425;2020-02-11T00:00:00Z;Veranstaltungsreihe Buch am Mittag;Rohner, Melanie;Bern, Switzerland;Other administration / public sector;Talk;;FCC60BB2-8FA9-4AE8-AC7F-EF376C8186B0
148857;2016-07-06T00:00:00Z;Plant Science Centre interaction workshop with Keygene;Zeeman, Samuel C.;Wageningen, Netherlands;Industry / private companies;Workshop;;15E5B265-C100-48A6-88D1-9554FF3FA7B2
198712;2021-04-26T00:00:00Z;Conception de deux dispositifs pour améliorer l’accès à l’éducation dans des contextes à faibles ressources : la Beekee Box et le Beekee Hub;Widmer, Vincent;Geneva, Switzerland;Other administration / public sector;Talk;https://cui.unige.ch/fr/nouvelles/selectedtopics20220228/;42C2359B-4862-4382-988B-E9FDAD6F71CA
151199;2016-02-08T00:00:00Z;« Deux régimes de compréhension de l’anorexie mentale »;Guignard, Adrien;Lausanne, Palais de Rumine, Switzerland;Other administration / public sector;Talk;http://www.riponne.ch/enpublic.htm;C750E35E-61E0-47F6-9DBF-6DDEF1A2B543
145319;2014-03-31T00:00:00Z;Dihydrogen Tetrametaphosphate: A Potent Precursor to Unconventional Organo and Metallo Cyclic Phosphate Species;Jiang, Yanfeng;MIT, Cambridge, United States of America;Other administration / public sector;;;CB131186-E1DD-41A2-B378-EEBDCB79A1B0
120621;2009-06-24T00:00:00Z;"Museum für Gestaltung Ausstellung ""Roboter""";;Zürich;"Art; Education";;http://museum-gestaltung.ch/de/ausstellungen/2009/roboter;08713AFC-63E3-40B8-A26B-6EA0077C45E0
125901;2014-01-23T00:00:00Z;Abschlussveranstaltung zum NFP-61-Projekt SWIP, langfristige Planung nachhaltiger Infrastrukturen;Egger, Christoph Simon;Eawag, Dübendorf, Switzerland;Other administration / public sector;Talk;http://www.eawag.ch/lehre/peak/index;9F9BCB8A-EA3D-4619-B5D5-BD251751AE29
184473;2020-08-15T00:00:00Z;TEDx- Breaking shackles of patriarchy;Mukhtar, Tanzila;Mumbai, India, Switzerland;Other foundations / NGOs;Talk;https://www.youtube.com/watch?v=F-Moj73Vt0g&t=21s;F722E8C5-BE84-4CB6-AEEA-419355C630DF
162305;2018-05-04T00:00:00Z;"Paris-Exkursion ""Impressionismus"" [Gym. Oberwil / Co-Organisation, -Durchführung, aktive Beiträge zu Kunst-, Kultur- und Stadtgesch.]";Maurer, Jacqueline;Paris, France;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;A103E992-C355-4B54-BEE2-468027B4CC0E
152001;2019-12-09T00:00:00Z;Soirée archéologique de l’unité d’archéologie classique de l’Université de Genève;Terrier, Aurelie;Genève, Switzerland;Other administration / public sector;Talk;;C904CD6E-511A-457A-9215-424200D9B20A
181937;2019-02-14T00:00:00Z;Komplexitat abbilden – Medien, Wissenschaft und die Darstellung von Islam & Nahem Osten;Aeschbach, Mirjam;Zürich, Switzerland;Other administration / public sector;Workshop;;C238173B-0F5A-40C5-846F-EEEA446F09F2
122963;2009-10-28T00:00:00Z;Route 66 Event 2009;;Zürich, Switzerland;Industry and business;Self-organised;http://www.ecc.ethz.ch/events/Route66event;AE4B829E-294F-4016-A082-6F940BB75839
174854;2018-12-12T00:00:00Z;Visit of swissnex Network (Annual Meeting 2018);"Hoefele, Joachim; Konstantinidou, Liana, Triantafyliia; Liste Lamas, Elsa";Winterthur, Switzerland;Other administration / public sector;Talk;;78398482-DCE4-4D26-9167-EF4215DDA23A
129046;2011-09-22T00:00:00Z;Fachtagung Beachäftitgungsprogramme SVOAM Kanton Bern;;Bern;"Administration / politics; Education; Industry and business";;;247720C5-EBA2-4AA3-B291-C378E725FC96
129046;2011-09-15T00:00:00Z;"Fachtagung Arbeitsmarktintegration. Aktuelle Anforderungen und kommende Herausforderungen. ";;Basel;"Administration / politics; Education; Industry and business";;;B3463789-49FC-437E-91AD-1C7317F52AB7
155448;2014-09-29T00:00:00Z;Gewalt gegen Frauen und Gewalt gegen Tiere;Boscardin, Livia;University of Basel, Switzerland;Other foundations / NGOs;Talk;;285D4688-9947-4736-8614-43389DDCC0AD
