DataSet_Abstract;DataSet_Author;DataSet_PersistentIdentifier_PID;DataSet_PublicationDate;DataSet_RepositoryLink;DataSet_RepositoryName;DataSet_Title;DataSetId;GrantNumber
The files contain the experimental data that are shown in the figures of the main text and of the supporting information of the article:B. Dereka, Denis Svechkarev, Arnulf Rosspeintner, Alexander Aster, Markus Lunzer, Robert Liska, Aaron M. Mohs, and Eric Vauthey, 'Solvent Tuning of Photochemistry upon Excited-State Symmetry Breaking';"Aster, Alexander; Dereka, Bogdan; Rosspeintner, Arnulf; Vauthey, Eric";10.5281/zenodo.3567554;2019-12-09T00:00:00Z;https://zenodo.org/record/3567554#.X9Uc-2QzbRR;Zenodo;Solvent Tuning of Photochemistry upon Excited-State Symmetry Breaking;615D0B16-0462-4791-AC79-BFDD470C5239;180765
"This data set contains vertical seawater temperature profiles measured by Expendable Bathythermograph (XBT) probes that were deployed in the Southern Ocean during the Antarctic Circumnavigation Expedition (ACE) on board the R/V Akademik Tryoshnikov. 40 XBT probes were deployed during legs 2 and 3 of the expedition in the period 25th January, 2017 to 17th March, 2017. The XBT probes are manufactured and distributed by T.S.K./Sippican Tsurumi-Seiki Co. Ltd., Yokohama, Japan (http://www.tsk-jp.com) and are of the type T-07, which is rated at a ship speed of up to 15 knots. These probes have a measuring time of 123 seconds and maximum measurement depth of about 789 m. Probes were launched from a handheld device from the stern of the ship either on the port or starboard side while the ship was moving. The deck unit recorded the temperature and the time since the probe was launched. This time was then converted to depth using the known fall rate of the probe in seawater and the coefficients provided by the manufacturer (WMO standards; Hanawa et al., 1995). The profiles were corrected for known surface biases (Kizu and Hanawa, 2002; Uehara et al., 2008). We provide the raw data, the data produced by using the coefficients provided by the manufacturer, and a corrected version in which we apply an empirical correction based on a comparison with CTD data (Henry et al., 2019), where XBT profiles were launched alongside the CTD deployment. The data has been quality controlled by comparing it to a number of CTD profiles. Data is provided at full vertical resolution and a 1-m averaged resolution. In addition, we provide derived variables such as surface mixed layer depth (temperature threshold) estimates. We are grateful to the crew of the R/V Akademik Tryoshnikov and AARI for donating these probes to our project. Their use-by date had expired, however this was not seen as an issue. This data set provides insights into the hydrography of the Southern Ocean during one austral summer season and complements the CTD temperature profiles measured during ACE by filling in the gaps between CTD stations.";"Haumann, F. Alexander; Leonard, Katherine; Thomas, Jenny; Tsukernik, Maria";10.5281/zenodo.3836648;2020-10-20T00:00:00Z;https://doi.org/10.5281/zenodo.3836648;Zenodo;Seawater temperature profiles from Expendable Bathythermograph (XBT) probe deployments during the Antarctic Circumnavigation Expedition (ACE);FE823205-9F90-4DFD-B655-731FDDD6E34C;186681
This dataset contains the sound files (original and cut) and transcribed sound files of Sartang - Rahung variety.;Bodt, Timotheus;10.5281/zenodo.1210122;2018-01-18T00:00:00Z;https://zenodo.org/;Zenodo;Sartang Lexicon - Rahung;B0411D9D-68A9-4756-8775-6B4EC4893F09;181779
This dataset contains the sound files (original and cut) and transcribed sound files of Sartang - Jerigaon variety.;Bodt, Timotheus;10.5281/zenodo.1210111;2018-01-18T00:00:00Z;https://zenodo.org/;Zenodo;"Sartang Lexicon - Jerigaon ";7EA1B672-6094-4C91-B696-62BA3AA0AF39;181779
"";Kapil, Venkat;10.24435/materialscloud:vp-jf;;https://archive.materialscloud.org/record/2021.51;materialscloud:2021.51;" Semi-local and hybrid functional DFT data for thermalised snapshots of polymorphs of benzene, succinic acid, and glycine";E828D94B-8461-48E4-8FD2-D7E2324F2091;191678
This is a collection of data about ceramic wares and examples of vessels from Cilicia and especially the site of Sirkeli Höyük. It gives a basic description of the main ware types and representative examples. The data is constantly expanded and is accessible for the public and the archaeological community for reference and comparison.;Mönninghoff, Hannah;https://www.levantineceramics.org/contributors/600-hannah-monninghoff;;https://www.levantineceramics.org/contributors/600-hannah-monninghoff;Levantine Ceramics Project;Cilician Iron Age Pottery on the Levantine Ceramics Project;C56DF163-BA58-4B05-A073-DC48693850B8;181781
"";"McCulloch, Neil; Moerenhout, Tom";/;2019-11-15T00:00:00Z;https://www.ictd.ac/dataset/nesg-nigeria-tax-subsidy-perception-dataset/;International Centre for Tax and Development;The NESG Nigeria Tax & Subsidy Perception Dataset: Household survey dataset;1FFA97CE-E39A-4168-84BE-6B3E0A465326;184512
"";Grisafi, Andrea;10.5281/zenodo.7813909;2023-04-10T00:00:00Z;https://github.com/andreagrisafi/SALTED/tree/v2.0.0;Github;Improved SALTED implementation with liquid-water dataset;91C3B9A8-CBF9-4495-8534-DB2521FC2413;199747
"";"Anderson, Eric; Clegg, Sonya; Coulson, Tim; Quilodrán, Claudio; Ruegg, Kristen; Sendell-Price, Ashley";10.5061/dryad.12jm63xt0;;https://datadryad.org/stash/dataset/doi:10.5061/dryad.12jm63xt0;Dryad;The many population genetic and demographic routes to islands of genomic divergence;A6DF724C-10C8-41C5-95F2-5F22C11CFB69;168973
In an immersion incident, a person may be required to tread water for extended periods of time in order to survive. Treading water, or maintaining a stable head position above the water surface, can be achieved in several different ways. Determining which treading water techniques are economic (energetically and cognitively) is an important step in providing evidence-based water safety instruction. Skilled water treaders (n = 21) performed four common treading techniques for 3 minutes each: ‘running’ in the water, ‘flutter kick’ with hands sculling, ‘upright breaststroke’, and ‘egg-beater’. Self-reported rate of perceived exertion and task load, as well as objective measures of probe reaction time, oxygen consumption and heart rate were assessed. The ‘egg-beater’ technique and the ‘upright breaststroke’ technique were linked to significantly lower cognitive and energetic demands compared to the other techniques. Our multidisciplinary analysis shows that in experienced treaders, both the ‘egg-beater’ and the ‘upright breaststroke’ technique are economic techniques when treading water.;van Duijn, Tina;https://osf.io/bruxa/?view_only=ea5c8f5ee0cb44e695649e57264818e2;;https://osf.io/bruxa/?view_only=ea5c8f5ee0cb44e695649e57264818e2;Open Science Framework;Physical and cognitive demands associated with different water treading patterns in experts;76259F35-433D-4F76-A71E-7148CF15A792;187632
Répertoire numérique des spectacles joués sur les scènes de société en France et en Suisse Romande au XVIIIe et au XIXe siècle, consultable selon les critères suivants : lieu de la représentation, date de la représentation, auteur ou titre de la pièce jouée, intervenant. Pour les intervenants, les résultats obtenus précisent le rôle : comédien/comédienne (avec le nom du personnage joué), propriétaire des lieux, commanditaire, organisateur du spectacle, spectateur. Pour chaque représentation sont indiquées les sources documentaires, imprimées ou manuscrites, dont sont issues les données. Des extraits significatifs de ces sources sont transcrits dans les notices d’accompagnement.A ce jour, la base contient environ 5700 entrées pour 1814 représentations.Les données conservées dans la base Salsah sont présentées de manière simple et intuitive aux utilisateurs à travers l’interface d’un site internet (http://theatresdesociete.unil.ch, en voie de finalisation), qui a aussi la fonction de renseigner sur les activités de l’équipe de recherche. Le site s’adresse idéalement à la communauté scientifique (chercheurs et étudiants), mais aussi à un plus vaste public d’amateurs et de curieux;"Baumann, Fiona; Fièvre, Paul; Hodroge, Aline; Hugentobler, Thibault; Jaouen, Loïc; Melly, Marie; Ponzetto, Valetina; Rivoal, Marion; Ruimi, Jennifer; Schuwey, Christophe";http://ark.dasch.swiss/ark:/72163/1/0103;2020-10-15T00:00:00Z;http://salsah.unil.ch;DaSCH;Théâtres de société;80CC6617-B221-43D2-974B-E4C7FDFBE513;157392
"";"Haesebrouck, Tim; Mkrtchyan, Lusine; Sanchez, David; Thiem, Alrik";10.17605/OSF.IO/QWN7G;;https://osf.io/qwn7g/;Open Science Foundation;Algorithmic bias in social research: A meta-analysis;2D34C728-0EDE-44F9-96AE-D473835B35FE;170442
SOX2 is part of the core network of transcription factors regulating embryonic stem cell pluripotency. We found that SOX2 has the ability to remain bound to mitotic chromosomes, in contrast to most transcription factors that are excluded from mitotic chromatin as transcription shuts down. We obtained a highly purified population of mitotic mouse embryonic stem cells and compared the genome-wide binding profile of SOX2 to that in asynchronous cells by Chromatin Immunoprecipitation followed by high throughput sequencing (ChIP-seq), and show that SOX2 remains bound to a small set of genes during mitosis.;Suter , David;GSE89599  ID;2016-11-07T00:00:00Z;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89599;GEO datasets;Genome-wide analysis of SOX2 binding in asynchronous and mitotic mouse embryonic stem cells.;A9BAA338-9770-4617-9E59-BEA8E1628E4C;144828
"";Guo, Chunyu;10.5281/zenodo.6336013;;https://zenodo.org/record/6336013#.Ys6Ow4TP23A;Zenodo;Quasi-symmetry protected topology in a semi-metal;F307A065-7B2F-407B-84BC-BACD4C6CFD21;176789
"";Gülan, Utku;10.3929/ethz-b-000264751;;https://www.research-collection.ethz.ch/handle/20.500.11850/264751;ETH Research Collection;"Research Data supporting: ""The influence of bileaflet prosthetic aortic valve orientation on the blood flow patterns in the ascending aorta""";AD9E332F-D253-42C5-9B4F-BF17813A5037;144645
This data set contains measurements from various sensors installed on the Aqualine Ferrybox system that was connected to the underway seawater supply in the Southern Ocean during the Antarctic Circumnavigation Expedition (ACE). Data was collected continuously except for periods when the pump of the underway system was switched off or the system was turned off. Data collection covers all three cruise legs in the period 24th December 2016 to 18th March 2017. Data collected with the CTG MiniPack CTD-F are temperature, salinity, pressure, and turbidity. Data collected by the Aanderaa oxygen optode include dissolved oxygen and oxygen saturation. An SBE 18 sensor measured pH. The CTG UniLux fluorometer measured chlorophyll-a concentration. All data has been quality controlled and post-cruise calibrated. Data is provided at 1-minute intervals along the cruise track. In addition, we provide satellite data (sea-surface temperature, sea-surface height, geostrophic velocity, sea-ice concentration) that was interpolated to the cruise-track and an estimate of frontal positions to supplement this underway data set where data was missing or for additional information. This circumpolar data set provides insights into the circumpolar surface ocean conditions and biogeochemistry of the Southern Ocean during one austral summer season.Note on version 1.0: The first version of this data set only contains temperature, salinity, pressure, and potential density in the post-processed file, since post-processing and quality control for turbidity, chlorophyll-a, dissolved oxygen, oxygen saturation, and pH have not been finalized. These variables will be added to the post-processed data file in a future release.;"Gerber, Franziska; Haumann, F. Alexander; Hutchings, Jennifer; Leonard, Katherine; Pina Estany, Carles; Robinson, Charlotte; Tarasenko, Anastasia; Thomas, Jenny";10.5281/zenodo.3660852;2020-03-31T00:00:00Z;https://doi.org/10.5281/zenodo.3660852;Zenodo;Physical and biogeochemical oceanography data from underway measurements with an AquaLine Ferrybox during the Antarctic Circumnavigation Expedition (ACE);8BA2FAF9-2849-47A1-ACAA-1CCE0A02A8B2;186681
Raw sequencing data for the DAb-seq publication., Medical;"Abate, Adam; Delley, Cyrille; Demaree, Ben";PRJNA602320;2020-01-20T00:00:00Z;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA602320;DAb-seq: Combined Single-Cell DNA and Protein Sequencing;DAb-seq: Combined Single-Cell DNA and Protein Sequencing;A0047314-7444-47E0-9CB8-75CA99819229;183853
"This data set contains model output data from the regional ocean modelling system (ROMS) that was set up for the Southern Ocean (south of 24 °S; Haumann, 2016) to analyze the effects of changing surface freshwater and momentum fluxes on Southern Ocean water-mass changes over the period 1980 to 2011. All data is provided in NetCDF format. The data set contains 3 sets 40-year long model spin-up, control, and 3 perturbation simulations each. The sets differ by their model mean state to assess the effect of surface salinity biases on the results. One set of simulations are reference simulations where salinity is restored to the observed surface salinity during model spin-up, and the other two sets are simulations in which the restoring surface salinity has been altered by plus and minus 0.1 PSU, respectively. The control and perturbation simulations are 40-year extensions of the respective model spin-up simulations. In the perturbation simulations either the surface freshwater fluxes or momentum fluxes are instantaneously perturbed after the spin-up simulation to reflect the observation-derived changes in these surface fluxes and then held constant (at the perturbed level) for 40 years. They consist of sea-ice freshwater flux, glacial meltwater flux, and atmosphere-ocean momentum flux changes. Details on the model setup, forcing, and simulations can be obtained from the related research article by Haumann et al. (2020; https://doi.org/10.1029/2019AV000132).";"Gruber, Nicolas; Haumann, F. Alexander; Münnich, Matthias";10.5281/zenodo.3709154;2020-03-31T00:00:00Z;https://doi.org/10.5281/zenodo.3709154;Zenodo;Sea-ice induced Southern Ocean subsurface warming and surface cooling in a warming climate: ROMS model data;EC843724-7C76-4F6F-9B26-C485C0FD3C14;186681
"";Sychterz, Ann;https://orcid.org/0000-0003-4000-6362;;https://uofi.box.com/s/ly95f8sayy1j4n7fi3jk1glryrr23en3;SNSF_postdocMobility_UofM_Sychterz;Actuator Optimization of Miura-Ori structures for folding, curling, and pinching;F7E56418-547A-42A5-A2D3-C2AD852C726A;184524
